Identifier,Name,Symbol,Region,Country,Sector,Market Cap $US,Cap Tier,Current Price
S2019,MITSUBISHI GAS CHM NPV,,Japan,Japan,Materials,"4,300,000,000.00",Large,102.9
S2020,MITSUBISHI HVY IND NPV,,Japan,Japan,Industrials,"7,400,000,000.00",Large,29.14
S2021,MITSUBISHI LOGISTI NPV,9301:XTKS,Japan,Japan,Industrials,"2,500,000,000.00",Mid,97
S2022,MITSUBISHI MATERLS NPV,,Japan,Japan,Materials,"2,500,000,000.00",Mid,105.47
S2023,MITSUBISHI MOTOR C NPV,,Japan,Japan,Consumer Discretionary,"3,200,000,000.00",Mid,31.94
S2024,MITSUBISHI PENCIL NPV,7976:XTKS,Japan,Japan,Industrials,"784,700,000.00",Small,67.86
S2025,MITSUBISHI SHOKUHI NPV,,Japan,Japan,Consumer Staples,"1,500,000,000.00",Mid,57.55
S2026,MITSUBISHI UFJ FIN NPV,,Japan,Japan,Financials,"55,400,000,000.00",Large,103.95
S2027,MITSUBISHI UFJ LEA NPV,,Japan,Japan,Financials,"4,100,000,000.00",Large,23.33
S2028,MITSUBOSHI BELTING NPV,5192:XTKS,Japan,Japan,Industrials,"526,700,000.00",Small,44.3
S2029,MITSUI & CO NPV,,Japan,Japan,Industrials,"30,100,000,000.00",Large,42.96
S2030,MITSUI CHEMICALS NPV,,Japan,Japan,Materials,"5,100,000,000.00",Large,67.65
S2031,MITSUI FUDOSAN CO NPV,,Japan,Japan,Real Estate,"17,000,000,000.00",Large,72.91
S2032,MITSUI FUDOSAN LOG REIT,3471:XTKS,Japan,Japan,Real Estate,"2,500,000,000.00",Mid,53.87
S2033,MITSUI HIGH TEC NPV,6966:XTKS,Japan,Japan,Information Technology,"754,900,000.00",Small,96.98
S2034,MITSUI MINING & SM NPV,,Japan,Japan,Materials,"1,400,000,000.00",Mid,99.59
S2035,MITSUI O.S.K.LINES NPV,,Japan,Japan,Industrials,"2,600,000,000.00",Mid,44.3
S2036,MITSUI SUGAR CO NPV,,Japan,Japan,Consumer Staples,"509,500,000.00",Small,73.79
S2037,MITSUI-SOKO HLDGS NPV,9302:XTKS,Japan,Japan,Industrials,"447,200,000.00",Small,92.54
S2038,MITSUUROKO GROUP NPV,,Japan,Japan,Energy,"762,600,000.00",Small,58.83
S2039,MIURA CO LTD NPV,,Japan,Japan,Industrials,"6,000,000,000.00",Large,55.67
S2040,MIVNE REAL ESTATE ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Real Estate,"1,600,000,000.00",Mid,79.52
S2041,MIXI. INC NPV,,Japan,Japan,Communication Services,"2,200,000,000.00",Mid,95.02
S2042,MIYAZAKI BANK NPV,8393:XTKS,Japan,Japan,Financials,"396,700,000.00",Small,24.33
S2043,MIZRAHI TEFAHOT BK ILS0.01,MZTFF,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"4,900,000,000.00",Large,92.69
S2044,MIZUHO FINL GP NPV,8411:XTKS,Japan,Japan,Financials,"32,000,000,000.00",Large,17.03
S2045,MIZUHO LEASING CO NPV,8425:XTKS,Japan,Japan,Financials,"1,300,000,000.00",Mid,35.82
S2046,MIZUNO CORP NPV,,Japan,Japan,Consumer Discretionary,"474,400,000.00",Small,37.39
S2047,MLP SE NPV,MLPKF,Western Europe,Germany,Financials,"718,900,000.00",Small,36.47
S2048,MMC CORPORATION MYR0.10,MCPNF,Asia Pacific ex Japan,Malaysia,Industrials,"544,500,000.00",Small,47.67
S2049,MOBIMO HLDG AG CHF13.40 (REGD),,Western Europe,Switzerland,Real Estate,"2,000,000,000.00",Mid,75.88
S2050,MOCHIDA PHARM CO NPV,4534:XTKS,Japan,Japan,Health Care,"1,600,000,000.00",Mid,104.82
S2051,MODEC INC(JAPAN) NPV,,Japan,Japan,Energy,"872,300,000.00",Small,81.75
S2052,MODERN TIMES GROUP SER'B'NPV,,Western Europe,Sweden,Communication Services,"961,000,000.00",Small,98.46
S2053,MOLECULAR PARTNERS CHF0.1 (REGD),MLLCF,Western Europe,Switzerland,Health Care,"480,200,000.00",Small,55.11
S2054,MOMENTUM METROPOLI ZAR0.000001,,"Central and Eastern Europe, Middle East and Africa",South Africa,Financials,"1,300,000,000.00",Mid,39.36
S2055,MOMO COM INC TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"3,500,000,000.00",Mid,49.53
S2056,MONADELPHOUS GROUP NPV,,Asia Pacific ex Japan,Australia,Industrials,"718,400,000.00",Small,72.7
S2057,MONCLER SPA NPV,,Western Europe,Italy,Consumer Discretionary,"11,100,000,000.00",Large,101.27
S2058,MONDADORI EDIT(ARN EUR0.26,MN:MTAA,Western Europe,Italy,Communication Services,"379,700,000.00",Small,25.24
S2059,MONDI PLC ORD EUR0.20,MONDF,Western Europe,United Kingdom,Materials,"10,500,000,000.00",Large,81.65
S2060,MONEX GROUP INC NPV,,Japan,Japan,Financials,"674,400,000.00",Small,13.45
S2061,MONEYSUPERMARKET.C ORD GBP0.0002,,Western Europe,United Kingdom,Consumer Discretionary,"1,900,000,000.00",Mid,59.5
S2062,MONOTARO CO.LTD NPV,,Japan,Japan,Industrials,"13,400,000,000.00",Large,58.74
S2063,MONTEA C.V.A. NPV,,Western Europe,Belgium,Real Estate,"1,900,000,000.00",Mid,58.24
S2064,MORGAN ADVANCED MA ORD GBP0.25,,Western Europe,United Kingdom,Industrials,"942,000,000.00",Small,89.92
S2065,MORGAN SINDALL GRP ORD GBP0.05,,Western Europe,United Kingdom,Industrials,"714,600,000.00",Small,27.31
S2066,MORGUARD NORTH AMERN RESIDEN TR UNIT,MNARF,Canada,Canada,Real Estate,"445,700,000.00",Small,37.97
S2067,MORI HILLS REIT REIT,,Japan,Japan,Real Estate,"2,400,000,000.00",Mid,36.02
S2068,MORI TRUST HOTEL R REIT,,Japan,Japan,Real Estate,"578,600,000.00",Small,95.96
S2069,MORI TRUST SOGO RE REIT,,Japan,Japan,Real Estate,"1,700,000,000.00",Mid,29.28
S2070,MORINAGA & CO NPV,,Japan,Japan,Consumer Staples,"2,200,000,000.00",Mid,50.66
S2071,MORNEAU SHEPELL INC COM,MSIXF,Canada,Canada,Industrials,"1,500,000,000.00",Mid,25.66
S2072,MORPHOSYS NPV,,Western Europe,Germany,Health Care,"3,900,000,000.00",Large,98.54
S2073,MORRISON(W)SUPRMKT ORD GBP0.10,,Western Europe,United Kingdom,Consumer Staples,"5,400,000,000.00",Large,68.57
S2074,MOS FOOD SERVICES NPV,8153:XTKS,Japan,Japan,Consumer Discretionary,"868,700,000.00",Small,84.63
S2075,MOTECH INDUSTRIES TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"514,900,000.00",Small,84.15
S2076,MOUNT GIBSON IRON NPV,,Asia Pacific ex Japan,Australia,Materials,"622,500,000.00",Small,91.65
S2077,MOWI ASA NOK7.50,,Western Europe,Norway,Consumer Staples,"9,800,000,000.00",Large,95.12
S2078,MR PRICE GROUP ZAR0.00025,,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Discretionary,"2,000,000,000.00",Mid,77.37
S2079,MS&AD INS GP HLDGS NPV,,Japan,Japan,Financials,"15,900,000,000.00",Large,23.92
S2080,MTI LTD NPV,,Japan,Japan,Communication Services,"558,100,000.00",Small,80.94
S2081,MTN GROUP LTD ZAR0.0001,,"Central and Eastern Europe, Middle East and Africa",South Africa,Communication Services,"6,200,000,000.00",Large,56.41
S2082,MTR CORP NPV,,Asia Pacific ex Japan,Hong Kong,Industrials,"30,800,000,000.00",Large,68.7
S2083,MTU AERO ENGINES A NPV (REGD),,Western Europe,Germany,Industrials,"9,800,000,000.00",Large,55.35
S2084,MTY FOOD GROUP INC COM,MTYFF,Canada,Canada,Consumer Discretionary,"813,500,000.00",Small,34.74
S2085,MUENCHENER RUECKVE NPV(REGD),,Western Europe,Germany,Financials,"36,200,000,000.00",Large,47.51
S2086,MULLEN GROUP LTD COM,MLLGF,Canada,Canada,Industrials,"702,800,000.00",Small,66.72
S2087,MULTICHOICE GROUP NPV,,"Central and Eastern Europe, Middle East and Africa",South Africa,Communication Services,"3,200,000,000.00",Mid,106.65
S2088,MUNTERS GROUP AB NPV,MMNNF,Western Europe,Sweden,Industrials,"1,400,000,000.00",Mid,97.69
S2089,MURATA MFG CO NPV,,Japan,Japan,Information Technology,"44,000,000,000.00",Large,73.34
S2090,MUSASHI SEIMITSU NPV,,Japan,Japan,Consumer Discretionary,"745,200,000.00",Small,83.54
S2091,MUSASHINO BANK NPV,8336:XTKS,Japan,Japan,Financials,"500,700,000.00",Small,56.99
S2092,MUTUIONLINE NPV,MOL:MTAA,Western Europe,Italy,Financials,"1,100,000,000.00",Mid,15.57
S2093,MY EG SERVICES BHD NPV,MYYGF,Asia Pacific ex Japan,Malaysia,Information Technology,"1,200,000,000.00",Mid,76.16
S2094,MYCRONIC AB NPV,MICLF,Western Europe,Sweden,Information Technology,"2,300,000,000.00",Mid,36.85
S2095,MYOVANT SCIENCES LTD COM,,Western Europe,United Kingdom,Health Care,"1,400,000,000.00",Mid,51.94
S2096,NABTESCO CORP NPV,,Japan,Japan,Industrials,"4,700,000,000.00",Large,42.74
S2097,NACHI-FUJIKOSHI CO NPV,6474:XTKS,Japan,Japan,Industrials,"893,100,000.00",Small,86.23
S2098,NAFCO CO LTD NPV,,Japan,Japan,Consumer Discretionary,"671,000,000.00",Small,90.57
S2099,NAGAILEBEN CO NPV,7447:XTKS,Japan,Japan,Health Care,"968,900,000.00",Small,10.57
S2100,NAGASE & CO NPV,,Japan,Japan,Industrials,"1,700,000,000.00",Mid,36.42
S2101,NAGATANIENHOLDING NPV,2899:XTKS,Japan,Japan,Consumer Staples,"441,300,000.00",Small,16.89
S2102,NAGOYA RAILROAD CO NPV,,Japan,Japan,Industrials,"5,300,000,000.00",Large,86.64
S2103,NAKANISHI INC NPV,NKNIF,Japan,Japan,Health Care,"1,700,000,000.00",Mid,33.84
S2104,NAN KANG RUBB TIRE TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"1,300,000,000.00",Mid,104.47
S2105,NAN LIU ENTERPRISE TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"629,200,000.00",Small,103.4
S2106,NAN YA PLASTIC TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"16,800,000,000.00",Large,58.99
S2107,NAN YA PRINTED CIR TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"2,900,000,000.00",Mid,20.82
S2108,NANKAI ELEC RAIL NPV,9044:XTKS,Japan,Japan,Industrials,"2,500,000,000.00",Mid,22.46
S2109,NANOSONICS LTD NPV,,Asia Pacific ex Japan,Australia,Health Care,"1,200,000,000.00",Mid,66.69
S2110,NANTO BANK NPV,8367:XTKS,Japan,Japan,Financials,"617,600,000.00",Small,79.1
S2111,NANYA TECHNOLOGY C TWD10,NNYAF,Asia Pacific ex Japan,Taiwan,Information Technology,"6,400,000,000.00",Large,88.21
S2112,NASPERS 'N' ZAR0.02,NAPRF,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Discretionary,"80,800,000,000.00",Large,94.23
S2113,NATIONAL GRID ORD GBP0.12431289,,Western Europe,United Kingdom,Utilities,"42,900,000,000.00",Large,76.28
S2114,NATIXIS EUR1.6,,Western Europe,France,Financials,"7,900,000,000.00",Large,60.99
S2115,NATL AUSTRALIA BK NPV,,Asia Pacific ex Japan,Australia,Financials,"44,500,000,000.00",Large,67.56
S2116,NATL BANK OF CANADA COM,NTIOF,Canada,Canada,Financials,"17,400,000,000.00",Large,15.73
S2117,NATL EXPRESS GRP ORD GBP0.05,,Western Europe,United Kingdom,Industrials,"1,400,000,000.00",Mid,38.06
S2118,NATWEST GROUP PLC ORD GBP1,,Western Europe,United Kingdom,Financials,"18,000,000,000.00",Large,104.4
S2119,NCC GROUP ORD GBP0.01,,Western Europe,United Kingdom,Information Technology,"702,000,000.00",Small,10.51
S2120,NCC SER'B'NPV,NCCBF,Western Europe,Sweden,Industrials,"2,000,000,000.00",Mid,21.6
S2121,NEARMAP LTD NPV,,Asia Pacific ex Japan,Australia,Information Technology,"858,900,000.00",Small,70.03
S2122,NEC CORP NPV,,Japan,Japan,Information Technology,"15,600,000,000.00",Large,22.12
S2123,NEC NETWORKS & SYS NPV,,Japan,Japan,Information Technology,"2,900,000,000.00",Mid,15.08
S2124,NEDBANK GROUP LTD ZAR1,,"Central and Eastern Europe, Middle East and Africa",South Africa,Financials,"3,100,000,000.00",Mid,40.86
S2125,NEINOR HOMES SA EUR10,NNRHF,Western Europe,Spain,Consumer Discretionary,"994,100,000.00",Small,99.6
S2126,NEL ASA NOK0.20,,Western Europe,Norway,Industrials,"3,000,000,000.00",Mid,80.9
S2127,NELES OYJ NPV,NELES:XHEL,Western Europe,Finland,Industrials,"2,100,000,000.00",Mid,93.13
S2128,NEMAK SAB DE CV NPV 144A/REG S,,Latin America,Mexico,Consumer Discretionary,"973,300,000.00",Small,52.55
S2129,NEMETSCHEK SE ORD NPV,NEMTF,Western Europe,Germany,Information Technology,"8,800,000,000.00",Large,91.11
S2130,NEOEN SA EUR2,,Western Europe,France,Utilities,"5,000,000,000.00",Large,59.89
S2131,NEPI ROCKCASTLE PL ORD EUR0.01,,"Central and Eastern Europe, Middle East and Africa",South Africa,Real Estate,"2,400,000,000.00",Mid,71.04
S2132,NESTE OYJ NPV,,Western Europe,Finland,Energy,"43,100,000,000.00",Large,91.22
S2133,NESTLE (MALAYSIA) MYR1,NSLYF,Asia Pacific ex Japan,Malaysia,Consumer Staples,"7,900,000,000.00",Large,83
S2134,NESTLE SA CHF0.10 (REGD),,Western Europe,Switzerland,Consumer Staples,"343,900,000,000.00",Large,39.3
S2135,NET ONE SYSTEMS CO NPV,,Japan,Japan,Information Technology,"4,000,000,000.00",Large,41.92
S2136,NETCARE LIMITED ZAR0.01,,"Central and Eastern Europe, Middle East and Africa",South Africa,Health Care,"1,200,000,000.00",Mid,12.93
S2137,NETCOMPANY GROUP DKK1,,Western Europe,Denmark,Information Technology,"4,600,000,000.00",Large,27.97
S2138,NETENT AB SER'B'NPV,NTABF,Western Europe,Sweden,Consumer Discretionary,"2,300,000,000.00",Mid,33.72
S2139,NETLINK NBN TRUST NPV,NETLF,Asia Pacific ex Japan,Singapore,Communication Services,"2,800,000,000.00",Mid,27.48
S2140,NEW GOLD INC CDA COM,,Canada,Canada,Materials,"1,400,000,000.00",Mid,107.89
S2141,NEW HOPE CORP NPV,,Asia Pacific ex Japan,Australia,Energy,"789,400,000.00",Small,64.51
S2142,NEW WAVE GROUP AB SER'B'NPV,,Western Europe,Sweden,Consumer Discretionary,"261,000,000.00",Small,75.64
S2143,NEWCREST MINING NPV,,Asia Pacific ex Japan,Australia,Materials,"18,500,000,000.00",Large,83.41
S2144,NEXANS EUR1,,Western Europe,France,Industrials,"2,400,000,000.00",Mid,45.08
S2145,NEXGEN ENERGY LTD COM,NXE,Canada,Canada,Energy,"651,900,000.00",Small,100.16
S2146,NEXI SPA NPV,,Western Europe,Italy,Information Technology,"11,800,000,000.00",Large,102.72
S2147,NEXITY EUR5,,Western Europe,France,Real Estate,"1,800,000,000.00",Mid,97.71
S2148,NEXON CO LTD NPV,,Japan,Japan,Communication Services,"21,900,000,000.00",Large,13.16
S2149,NEXT ORD GBP0.10,,Western Europe,United Kingdom,Consumer Discretionary,"11,200,000,000.00",Large,77.29
S2150,NEXTDC LTD NPV,,Asia Pacific ex Japan,Australia,Information Technology,"4,200,000,000.00",Large,100.86
S2151,NEXTEER AUTOMOTIVE HKD0.1,,Asia Pacific ex Japan,Hong Kong,Consumer Discretionary,"1,800,000,000.00",Mid,23.79
S2152,NFI GROUP INC COM,NFYEF,Canada,Canada,Industrials,"787,400,000.00",Small,69.21
S2153,NGK INSULATORS NPV,,Japan,Japan,Industrials,"4,600,000,000.00",Large,100.66
S2154,NGK SPARK PLUG CO NPV,,Japan,Japan,Consumer Discretionary,"3,700,000,000.00",Large,104.49
S2155,NH FOODS LTD NPV,,Japan,Japan,Consumer Staples,"4,400,000,000.00",Large,25.88
S2156,NHK SPRING CO LTD NPV,,Japan,Japan,Consumer Discretionary,"1,600,000,000.00",Mid,53.79
S2157,NIB HOLDINGS LTD NPV,,Asia Pacific ex Japan,Australia,Financials,"1,400,000,000.00",Mid,37.81
S2158,NIBC HOLDING NV EUR1.00,NIBC:XAMS,Western Europe,Netherlands,Financials,"1,300,000,000.00",Mid,67.65
S2159,NIBE INDUSTRIER AB SER'B'NPV,NDRBF,Western Europe,Sweden,Industrials,"12,000,000,000.00",Large,26.51
S2160,NICE LTD ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Information Technology,"14,500,000,000.00",Large,74.02
S2161,NICHI-IKO PHARM NPV,,Japan,Japan,Health Care,"713,300,000.00",Small,38.31
S2162,NICHIAS CORP NPV,,Japan,Japan,Industrials,"1,600,000,000.00",Mid,18.35
S2163,NICHICON CORP NPV,6996:XTKS,Japan,Japan,Information Technology,"594,600,000.00",Small,105.15
S2164,NICHIDEN CORP NPV,9902:XTKS,Japan,Japan,Industrials,"686,900,000.00",Small,11.56
S2165,NICHIHA CORP NPV,7943:XTKS,Japan,Japan,Industrials,"1,100,000,000.00",Mid,44.59
S2166,NICHIREI CORP NPV,2871:XTKS,Japan,Japan,Consumer Staples,"3,600,000,000.00",Large,40.12
S2167,NICK SCALI NPV,NCK:XASX,Asia Pacific ex Japan,Australia,Consumer Discretionary,"512,000,000.00",Small,23.3
S2168,NICKEL ASIA CORPOR PHP0.50,,Asia Pacific ex Japan,Philippines,Materials,"989,000,000.00",Small,36.92
S2169,NICKEL MINES LTD NPV,,Asia Pacific ex Japan,Australia,Materials,"1,100,000,000.00",Mid,31.45
S2170,NIDEC CORPORATION NPV,,Japan,Japan,Industrials,"57,300,000,000.00",Large,83.58
S2171,NIEN MADE ENTERPRI TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"3,400,000,000.00",Mid,13.88
S2172,NIFCO INC NPV,7988:XTKS,Japan,Japan,Consumer Discretionary,"3,100,000,000.00",Mid,49.78
S2173,NIHON KOHDEN CORP NPV,,Japan,Japan,Health Care,"2,900,000,000.00",Mid,51.67
S2174,NIHON M&A CENTER I NPV,,Japan,Japan,Industrials,"10,200,000,000.00",Large,71.92
S2175,NIHON NOHYAKU CO NPV,4997:XTKS,Japan,Japan,Materials,"395,800,000.00",Small,98.79
S2176,NIHON PARKERIZING NPV,4095:XTKS,Japan,Japan,Materials,"1,300,000,000.00",Mid,99.8
S2177,NIHON UNISYS NPV,8056:XTKS,Japan,Japan,Information Technology,"3,700,000,000.00",Large,47.93
S2178,NIKKISO CO LTD NPV,6376:XTKS,Japan,Japan,Industrials,"754,100,000.00",Small,92.55
S2179,NIKKON HLDG CO NPV,,Japan,Japan,Industrials,"1,500,000,000.00",Mid,29.41
S2180,NIKON CORP NPV,,Japan,Japan,Consumer Discretionary,"2,500,000,000.00",Mid,25.25
S2181,NILFISK HLDG A/S DKK20,NLFKF,Western Europe,Denmark,Industrials,"458,800,000.00",Small,107.28
S2182,NINE ENTERTAINMENT NPV,,Asia Pacific ex Japan,Australia,Communication Services,"2,400,000,000.00",Mid,33.59
S2183,NINETY ONE LIMITED NPV,,"Central and Eastern Europe, Middle East and Africa",South Africa,Financials,"821,700,000.00",Small,13.11
S2184,NINETY ONE PLC ORD GBP0.0001,,Western Europe,United Kingdom,Financials,"1,700,000,000.00",Mid,45.16
S2185,NINTENDO CO LTD NPV,,Japan,Japan,Communication Services,"72,500,000,000.00",Large,77.61
S2186,NIPPON ACCOMMODATI REIT,,Japan,Japan,Real Estate,"2,600,000,000.00",Mid,73.27
S2187,NIPPON BUILDING FD REIT,,Japan,Japan,Real Estate,"7,900,000,000.00",Large,24.18
S2188,NIPPON CARBON CO NPV,,Japan,Japan,Industrials,"437,000,000.00",Small,32.22
S2189,NIPPON CERAMIC NPV,,Japan,Japan,Information Technology,"697,800,000.00",Small,42.72
S2190,NIPPON DENSETSU NPV,1950:XTKS,Japan,Japan,Industrials,"1,200,000,000.00",Mid,48.03
S2191,NIPPON ELEC GLASS NPV,,Japan,Japan,Information Technology,"1,900,000,000.00",Mid,28.85
S2192,NIPPON EXPRESS CO NPV,,Japan,Japan,Industrials,"5,500,000,000.00",Large,61.35
S2193,NIPPON FLOUR MILLS NPV,,Japan,Japan,Consumer Staples,"1,300,000,000.00",Mid,94.94
S2194,NIPPON GAS CO LTD NPV,,Japan,Japan,Utilities,"2,000,000,000.00",Mid,75.03
S2195,NIPPON KAYAKU CO NPV,,Japan,Japan,Materials,"1,500,000,000.00",Mid,100.59
S2196,NIPPON KOEI CO NPV,1954:XTKS,Japan,Japan,Industrials,"424,400,000.00",Small,55.17
S2197,NIPPON LIGHT METAL NPV,5703:XTKS,Japan,Japan,Materials,"980,300,000.00",Small,46.86
S2198,NIPPON PAINT HLDGS NPV,,Japan,Japan,Materials,"32,800,000,000.00",Large,44.92
S2199,NIPPON PAPER INDUS NPV,,Japan,Japan,Materials,"1,400,000,000.00",Mid,32.52
S2200,NIPPON PILLAR PACK NPV,,Japan,Japan,Materials,"377,000,000.00",Small,49.82
S2201,NIPPON PROLOGIS RE REIT,,Japan,Japan,Real Estate,"8,100,000,000.00",Large,29.25
S2202,NIPPON REIT INVEST NPV REIT,,Japan,Japan,Real Estate,"1,500,000,000.00",Mid,18.65
S2203,NIPPON SANSO HOLDI NPV,,Japan,Japan,Materials,"6,900,000,000.00",Large,23.14
S2204,NIPPON SHARYO LTD NPV,,Japan,Japan,Industrials,"382,600,000.00",Small,35.95
S2205,NIPPON SHINYAKU CO NPV,,Japan,Japan,Health Care,"5,400,000,000.00",Large,21.25
S2206,NIPPON SHOKUBAI CO NPV,,Japan,Japan,Materials,"2,200,000,000.00",Mid,17.2
S2207,NIPPON SIGNAL CO NPV,6741:XTKS,Japan,Japan,Information Technology,"651,000,000.00",Small,35.86
S2208,NIPPON SODA CO LTD NPV,,Japan,Japan,Materials,"876,600,000.00",Small,76.73
S2209,NIPPON STEEL CORP NPV,,Japan,Japan,Materials,"9,800,000,000.00",Large,62.12
S2210,NIPPON STEEL TRADI NPV,,Japan,Japan,Real Estate,"937,700,000.00",Small,39.68
S2211,NIPPON SUISAN NPV,,Japan,Japan,Consumer Staples,"1,300,000,000.00",Mid,8.82
S2212,NIPPON TEL&TEL CP NPV,,Japan,Japan,Communication Services,"84,800,000,000.00",Large,66.19
S2213,NIPPON TV HLDGS IN NPV,,Japan,Japan,Communication Services,"2,900,000,000.00",Mid,28.53
S2214,NIPRO CORP NPV,,Japan,Japan,Health Care,"1,900,000,000.00",Mid,62.11
S2215,NISHI NIPPON RR CO NPV,9031:XTKS,Japan,Japan,Industrials,"2,300,000,000.00",Mid,32.94
S2216,NISHI-NIPPON FINAN NPV,7189:XTKS,Japan,Japan,Financials,"1,100,000,000.00",Mid,31.13
S2217,NISHIMATSU CONSTCN NPV,,Japan,Japan,Industrials,"1,100,000,000.00",Mid,32.41
S2218,NISHIMATSUYA CHAIN NPV,,Japan,Japan,Consumer Discretionary,"973,300,000.00",Small,58.3
S2219,NISHIO RENT ALL CO NPV,9699:XTKS,Japan,Japan,Industrials,"595,500,000.00",Small,12.56
S2220,NISSAN CHEMICAL CO NPV,,Japan,Japan,Materials,"7,600,000,000.00",Large,56.84
S2221,NISSAN MOTOR CO NPV,,Japan,Japan,Consumer Discretionary,"15,200,000,000.00",Large,68.94
S2222,NISSAN SHATAI CO NPV,,Japan,Japan,Consumer Discretionary,"1,400,000,000.00",Mid,45.19
S2223,NISSHA CO LTD NPV,7915:XTKS,Japan,Japan,Information Technology,"638,100,000.00",Small,40.23
S2224,NISSHIN OILLIO GP NPV,2602:XTKS,Japan,Japan,Consumer Staples,"1,000,000,000.00",Mid,101.43
S2225,NISSHIN SEIFUN GRP NPV,,Japan,Japan,Consumer Staples,"4,900,000,000.00",Large,74.05
S2226,NISSHINBO HOLDINGS NPV,,Japan,Japan,Industrials,"1,200,000,000.00",Mid,15.31
S2227,NISSIN ELECTRIC NPV,,Japan,Japan,Industrials,"1,100,000,000.00",Mid,93.16
S2228,NISSIN FOODS HLDG NPV,,Japan,Japan,Consumer Staples,"9,600,000,000.00",Large,59.03
S2229,NISSIN KOGYO NPV,7230:XTKS,Japan,Japan,Consumer Discretionary,"1,400,000,000.00",Mid,72.36
S2230,NITORI HOLDINGS NPV,,Japan,Japan,Consumer Discretionary,"23,500,000,000.00",Large,18.13
S2231,NITRO SOFTWARE LTD NPV,,Asia Pacific ex Japan,Australia,Information Technology,"412,100,000.00",Small,36.49
S2232,NITTA CORP NPV,,Japan,Japan,Industrials,"674,500,000.00",Small,98.3
S2233,NITTETSU MINING CO NPV,1515:XTKS,Japan,Japan,Materials,"367,800,000.00",Small,20.75
S2234,NITTO BOSEKI CO NPV,,Japan,Japan,Industrials,"1,600,000,000.00",Mid,82.34
S2235,NITTO DENKO CORP NPV,,Japan,Japan,Materials,"10,800,000,000.00",Large,80.77
S2236,NITTO KOGYO CORP NPV,,Japan,Japan,Industrials,"830,600,000.00",Small,36.6
S2237,NITTO KOHKI CO LTD NPV,6151:XTKS,Japan,Japan,Industrials,"426,500,000.00",Small,87.24
S2238,NITTOKU CO LTD NPV,,Japan,Japan,Industrials,"601,600,000.00",Small,59.28
S2239,NKT A/S DKK20,NRKBF,Western Europe,Denmark,Industrials,"1,100,000,000.00",Mid,83.51
S2240,NN GROUP N.V. EUR0.12,,Western Europe,Netherlands,Financials,"12,900,000,000.00",Large,33.65
S2241,NNIT A/S DKK10,,Western Europe,Denmark,Health Care,"531,800,000.00",Small,24.56
S2242,NOBIA AB NPV,,Western Europe,Sweden,Consumer Discretionary,"1,100,000,000.00",Mid,8.49
S2243,NOBINA AB NPV,NBNVF,Western Europe,Sweden,Industrials,"587,600,000.00",Small,40.92
S2244,NOEVIR HLDGS CO NPV,4928:XTKS,Japan,Japan,Consumer Staples,"1,500,000,000.00",Mid,82.09
S2245,NOF CORP NPV,,Japan,Japan,Materials,"3,300,000,000.00",Mid,63.59
S2246,NOHMI BOSAI NPV,6744:XTKS,Japan,Japan,Information Technology,"1,400,000,000.00",Mid,101.66
S2247,NOJIMA CORP NPV,7419:XTKS,Japan,Japan,Consumer Discretionary,"1,400,000,000.00",Mid,28.29
S2248,NOK CORP NPV,,Japan,Japan,Consumer Discretionary,"1,900,000,000.00",Mid,83.35
S2249,NOKIA OYJ NPV,,Western Europe,Finland,Information Technology,"23,000,000,000.00",Large,33.82
S2250,NOKIAN RENKAAT OYJ NPV,,Western Europe,Finland,Consumer Discretionary,"4,200,000,000.00",Large,39.26
S2251,NOLATO AB SER'B'NPV,NLTBF,Western Europe,Sweden,Industrials,"2,400,000,000.00",Mid,68.45
S2252,NOMAD FOODS LTD USD ORD SHS,,Western Europe,United Kingdom,Consumer Staples,"5,100,000,000.00",Large,72.14
S2253,NOMURA CO LTD NPV,9716:XTKS,Japan,Japan,Industrials,"873,100,000.00",Small,92.73
S2254,NOMURA HOLDINGS NPV,,Japan,Japan,Financials,"16,100,000,000.00",Large,84.33
S2255,NOMURA REAL ES MAS REIT,,Japan,Japan,Real Estate,"6,000,000,000.00",Large,29.56
S2256,NOMURA RESEARCH IN NPV,,Japan,Japan,Information Technology,"19,500,000,000.00",Large,64.88
S2257,NOMURA RL EST INC NPV,,Japan,Japan,Real Estate,"3,700,000,000.00",Large,63.36
S2258,NORBORD INC COM NEW,,Canada,Canada,Materials,"2,500,000,000.00",Mid,78.13
S2259,NORDEA BANK ABP NPV,,Western Europe,Finland,Financials,"32,900,000,000.00",Large,48.43
S2260,NORDEX SE NPV,NRDXF,Western Europe,Germany,Industrials,"1,700,000,000.00",Mid,43.35
